59162,24221,25467,28041,28197,28031,28105,28225,28293,28210,28251,28318,28238,28220,28196,28195,28223,28270,28329,28381,28430,28460,28452,28394,28337,28288,28272,28274,28279,28309,28363,28415,28455,28485,28487,28443,28377,28312,28294,28285,28289,28321,28368,28419,28474,28490,28487,28437,28378,28330,28302,28280,28291,28324,28370,28416,28468,28484,28485,28446,28387,28323,28295,28283,28291,28320,28374,28427,28480,28493,28498,28467,28413,28351,28308,28291,28294,28326,28377,28417,28468,28488,28500,28458,28404,28340,28302,28285,28295,28312,28355,28412,28454,28480,28499,28473,28409,28343,28296,28278,28287,28307,28346,28381,28436,28483,28491,28481,28420,28353,28312,28289,28282,28300,28346,28396,28441,28482,28493,28478,28417,28353,2871,31282,28690,28298,28389,28586,28499,28428,28394,28367,28487,28472,28446,28491,28528,28544,28542,28495,28432,28361,28322,28305,28322,28344,28387,28430,28485,28514,28518,28475,28417,28352,28316,28301,28310,28328,28374,28428,28469,28493,28505,28482,28424,28357,28313,28288,28293,28320,28364,28425,28478,28494,28501,28468,28407,28341,28308,28282,28277,28306,28357,28406,28449,28478,28481,28459,28400,28340,28297,28276,28284,28306,28361,28407,28450,28483,28494,28478,28422,28365,28313,28278,28275,28297,28343,28386,28432,28477,28489,28482,28421,28364,28309,28289,28280,28305,28342,28386,28432,28476,28495,28495,28444,28372,28306,28286,28280,28285,28317,28371,28422,28467,28491,28493,28449,28387,28323,28299,28279,28294,28329,28380
59245,24232,25461,28048,28197,28029,28109,28223,28308,28220,28253,28337,28269,28238,28220,28203,28232,28279,28334,28383,28433,28457,28460,28424,28378,28309,28279,28263,28282,28314,28352,28417,28463,28490,28496,28456,28399,28326,28294,28278,28292,28324,28360,28412,28467,28488,28508,28462,28404,28331,28300,28281,28285,28313,28358,28413,28464,28490,28508,28470,28406,28336,28307,28295,28293,28314,28368,28417,28467,28495,28507,28473,28417,28355,28321,28302,28293,28303,28352,28397,28445,28488,28495,28486,28429,28380,28338,28312,28303,28316,28353,28405,28446,28486,28502,28497,28457,28405,28360,28311,28293,28301,28334,28370,28412,28455,28482,28500,28467,28409,28347,28309,28293,28295,28315,28353,28404,28466,28487,28504,28478,28422,2893,31240,28670,28284,28384,28569,28464,28408,28381,28368,28454,28477,28457,28510,28531,28533,28524,28467,28401,28348,28320,28308,28332,28388,28431,28474,28490,28506,28492,28432,28369,28307,28280,28276,28307,28354,28401,28450,28484,28505,28487,28429,28372,28320,28288,28293,28317,28364,28409,28458,28481,28485,28472,28406,28332,28295,28279,28288,28313,28356,28401,28457,28504,28508,28483,28412,28346,28310,28280,28293,28314,28355,28400,28450,28479,28487,28458,28401,28341,28298,28274,28281,28302,28345,28409,28449,28488,28489,28467,28411,28340,28301,28269,28283,28301,28344,28401,28449,28485,28485,28474,28420,28348,28308,28288,28277,28301,28348,28400,28445,28469,28474,28447,28405,28325,28287,28265,28276,28298,28348,28408,28452
57897,23894,25664,28116,28200,28058,28206,28261,28291,28207,28232,28199,28164,28174,28212,28252,28319,28375,28416,28455,28462,28415,28352,28297,28271,28260,28282,28307,28352,28415,28466,28490,28476,28438,28376,28326,28307,28289,28301,28328,28372,28420,28468,28486,28493,28448,28382,28316,28297,28277,28295,28312,28368,28428,28467,28490,28483,28441,28380,28329,28291,28280,28290,28324,28374,28426,28468,28485,28481,28435,28367,28318,28287,28276,28290,28334,28382,28432,28469,28490,28494,28432,28371,28316,28296,28272,28290,28337,28388,28434,28479,28496,28479,28417,28356,28311,28287,28283,28311,28358,28405,28447,28478,28499,28469,28408,28348,28301,28279,28291,28317,28362,28407,28452,28492,28499,28478,28419,28356,28320,28296,28296,3025,31094,28595,28271,28384,28551,28413,28386,28390,28421,28466,28529,28540,28559,28563,28531,28458,28387,28337,28322,28328,28337,28373,28428,28485,28510,28503,28488,28420,28355,28321,28304,28306,28334,28373,28419,28473,28499,28500,28471,28406,28341,28308,28281,28287,28314,28363,28418,28467,28502,28498,28475,28412,28337,28305,28282,28299,28325,28376,28425,28469,28493,28492,28456,28393,28332,28298,28274,28302,28330,28379,28433,28484,28505,28505,28469,28404,28339,28313,28293,28312,28347,28387,28441,28476,28502,28510,28478,28420,28349,28317,28291,28307,28333,28380,28428,28474,28496,28500,28462,28395,28330,28307,28285,28307,28334,28387,28443,28486,28505,28507,28464,28400,28329,28305,28294,28309,28333,28376,28429,28483,28496
59937,24430,25290,27989,28177,28012,28059,28166,28256,28205,28233,28352,28280,28229,28213,28197,28215,28241,28300,28352,28415,28450,28469,28446,28388,28324,28288,28261,28263,28284,28336,28394,28436,28472,28487,28463,28406,28340,28307,28287,28288,28316,28363,28420,28462,28488,28495,28460,28403,28338,28316,28277,28284,28318,28366,28412,28460,28494,28493,28480,28425,28352,28309,28283,28283,28298,28333,28375,28416,28471,28491,28484,28431,28363,28315,28288,28281,28293,28329,28381,28429,28488,28497,28501,28449,28383,28326,28292,28273,28285,28317,28374,28422,28463,28489,28489,28436,28375,28330,28307,28286,28298,28321,28373,28425,28472,28489,28483,28444,28380,28327,28292,28268,28282,28317,28364,28416,28467,28487,28491,28459,28397,4343,30719,28579,28479,28593,28533,28597,28599,28590,28474,28469,28415,28355,28351,28366,28390,28428,28477,28510,28534,28532,28478,28402,28344,28313,28304,28313,28345,28398,28432,28476,28498,28498,28452,28392,28335,28301,28286,28294,28326,28370,28414,28469,28494,28497,28450,28384,28331,28302,28276,28290,28311,28357,28407,28455,28484,28486,28450,28391,28330,28294,28270,28275,28309,28365,28417,28473,28484,28482,28444,28382,28321,28286,28272,28279,28312,28372,28420,28471,28484,28489,28441,28378,28323,28286,28269,28293,28337,28383,28428,28470,28481,28488,28446,28381,28326,28291,28282,28305,28345,28390,28433,28484,28494,28485,28454,28381,28324,28290,28277,28289,28331,28383,28420,28468,28488,28481,28440,28374,28308,28288,28276
59404,24296,25379,28023,28200,28018,28076,28189,28279,28212,28248,28342,28257,28224,28209,28205,28232,28253,28305,28368,28426,28454,28456,28414,28355,28311,28286,28266,28285,28311,28364,28416,28459,28493,28489,28435,28385,28322,28296,28272,28286,28315,28367,28424,28464,28491,28492,28455,28402,28338,28307,28279,28289,28327,28381,28433,28475,28491,28496,28455,28396,28334,28302,28281,28296,28336,28380,28428,28477,28498,28500,28452,28394,28334,28299,28287,28306,28326,28368,28420,28458,28485,28504,28457,28402,28341,28303,28280,28296,28321,28367,28415,28458,28489,28502,28457,28402,28334,28303,28283,28288,28309,28353,28399,28468,28485,28501,28453,28399,28338,28306,28280,28282,28308,28353,28404,28451,28479,28491,28463,28412,28349,2962,31134,28618,28272,28373,28566,28428,28392,28381,28401,28459,28503,28502,28540,28547,28529,28476,28405,28342,28315,28315,28326,28362,28408,28458,28502,28518,28513,28458,28384,28339,28308,28297,28313,28340,28387,28433,28487,28495,28501,28452,28391,28333,28298,28284,28293,28328,28379,28417,28475,28483,28491,28452,28393,28339,28296,28279,28279,28311,28359,28420,28469,28484,28485,28442,28377,28322,28286,28277,28285,28321,28380,28428,28477,28480,28482,28437,28374,28321,28280,28265,28288,28328,28374,28420,28463,28482,28500,28461,28385,28331,28296,28280,28297,28328,28374,28421,28465,28484,28490,28449,28377,28312,28283,28272,28300,28331,28388,28428,28474,28487,28493,28451,28383,28326,28294,28282,28298,28321,28381,28433,28476
57585,23888,25697,28160,28201,28081,28222,28268,28309,28202,28228,28215,28173,28182,28196,28242,28309,28367,28420,28441,28456,28406,28339,28289,28266,28251,28271,28320,28375,28422,28463,28478,28471,28415,28357,28318,28288,28270,28293,28344,28401,28443,28483,28495,28470,28426,28363,28313,28280,28280,28305,28336,28391,28440,28478,28497,28474,28413,28335,28304,28271,28290,28320,28353,28410,28456,28486,28491,28452,28395,28326,28298,28280,28289,28327,28362,28418,28472,28502,28510,28463,28404,28347,28312,28299,28303,28332,28378,28433,28477,28490,28499,28441,28372,28329,28295,28281,28291,28333,28380,28432,28481,28498,28505,28438,28374,28321,28292,28278,28287,28329,28382,28426,28475,28482,28476,28425,28364,28318,28297,28280,28294,2971,31137,28613,28258,28374,28557,28421,28391,28374,28402,28461,28519,28505,28541,28549,28532,28479,28415,28350,28321,28307,28323,28360,28408,28456,28485,28505,28490,28441,28381,28329,28295,28283,28308,28345,28382,28441,28479,28501,28500,28441,28370,28319,28290,28288,28302,28339,28373,28425,28482,28499,28496,28456,28392,28318,28294,28290,28297,28331,28377,28424,28473,28496,28500,28445,28387,28323,28295,28283,28285,28316,28364,28418,28466,28484,28483,28444,28378,28316,28290,28274,28297,28327,28380,28430,28470,28483,28488,28440,28384,28329,28294,28270,28281,28313,28367,28412,28460,28481,28492,28464,28401,28331,28291,28272,28281,28309,28355,28400,28455,28493,28489,28452,28394,28324,28286,28264,28287,28309,28358,28407,28454
59264,24238,25445,28047,28189,28021,28100,28216,28288,28198,28240,28322,28248,28233,28212,28215,28245,28298,28344,28402,28447,28467,28461,28414,28356,28308,28267,28262,28275,28323,28366,28414,28460,28488,28488,28441,28386,28323,28299,28281,28301,28341,28386,28443,28482,28495,28477,28419,28357,28303,28272,28262,28292,28326,28373,28428,28480,28501,28494,28456,28387,28330,28306,28293,28297,28323,28365,28412,28461,28482,28484,28439,28373,28316,28296,28287,28295,28319,28366,28417,28469,28497,28501,28465,28406,28340,28316,28285,28276,28303,28343,28407,28443,28484,28504,28468,28415,28359,28327,28293,28293,28313,28360,28408,28449,28484,28503,28481,28434,28374,28323,28289,28277,28302,28335,28386,28423,28475,28494,28489,28448,28382,2952,31156,28631,28272,28375,28559,28432,28405,28380,28393,28456,28497,28497,28541,28551,28543,28494,28430,28356,28320,28316,28317,28341,28390,28451,28494,28503,28504,28461,28407,28341,28307,28289,28299,28330,28371,28429,28472,28481,28491,28457,28394,28324,28299,28279,28282,28326,28367,28415,28465,28489,28500,28472,28410,28336,28304,28286,28285,28310,28354,28404,28452,28480,28499,28476,28405,28351,28312,28296,28292,28314,28362,28409,28458,28489,28506,28473,28415,28348,28309,28296,28283,28306,28343,28396,28446,28488,28500,28484,28418,28349,28302,28278,28274,28300,28346,28396,28444,28477,28489,28474,28409,28358,28306,28282,28284,28323,28370,28417,28467,28483,28494,28465,28407,28341,28298,28278,28266,28292,28353,28395,28444
59546,24358,25339,28006,28180,28019,28070,28184,28272,28212,28245,28346,28274,28235,28219,28208,28221,28250,28299,28350,28415,28452,28463,28431,28381,28329,28293,28271,28267,28299,28344,28395,28444,28486,28503,28487,28432,28376,28326,28288,28286,28306,28349,28395,28448,28480,28497,28500,28442,28380,28316,28285,28285,28310,28346,28388,28438,28481,28494,28490,28442,28378,28325,28295,28281,28290,28323,28371,28419,28477,28492,28493,28456,28390,28325,28297,28293,28296,28325,28364,28418,28471,28495,28498,28457,28395,28341,28302,28289,28292,28323,28377,28428,28479,28497,28502,28460,28398,28339,28300,28284,28284,28302,28355,28417,28466,28482,28489,28460,28398,28346,28309,28286,28292,28321,28364,28403,28460,28477,28493,28481,28423,4453,30740,28594,28497,28590,28554,28617,28612,28584,28484,28467,28402,28355,28351,28369,28405,28460,28498,28521,28530,28512,28458,28378,28324,28296,28300,28330,28377,28432,28463,28489,28505,28481,28422,28349,28314,28290,28295,28318,28362,28408,28452,28486,28494,28473,28414,28349,28306,28285,28280,28311,28351,28398,28439,28485,28498,28486,28429,28351,28301,28289,28291,28309,28340,28394,28444,28480,28497,28473,28418,28357,28311,28290,28286,28304,28358,28415,28454,28488,28501,28475,28421,28355,28309,28294,28287,28308,28356,28405,28456,28491,28506,28487,28423,28361,28325,28298,28285,28317,28358,28407,28455,28486,28492,28472,28426,28357,28307,28285,28277,28305,28357,28404,28448,28482,28494,28487,28429,28372,28311,28284,28282
59050,24164,25496,28058,28204,28030,28125,28243,28295,28200,28238,28287,28220,28200,28193,28207,28242,28298,28343,28398,28433,28461,28444,28385,28338,28287,28270,28270,28289,28335,28379,28432,28469,28496,28481,28432,28370,28318,28289,28278,28288,28326,28373,28434,28481,28503,28504,28450,28387,28336,28307,28290,28296,28337,28379,28437,28488,28509,28497,28449,28389,28337,28306,28283,28294,28332,28380,28420,28472,28489,28493,28468,28407,28346,28309,28286,28286,28307,28357,28397,28443,28476,28493,28476,28421,28362,28315,28290,28289,28315,28351,28387,28435,28479,28502,28488,28430,28361,28310,28282,28278,28295,28332,28377,28430,28476,28502,28484,28425,28359,28313,28286,28277,28299,28329,28367,28430,28473,28482,28484,28438,28373,2905,31234,28657,28280,28376,28580,28468,28414,28380,28376,28473,28489,28466,28505,28533,28542,28531,28472,28401,28338,28325,28314,28331,28371,28417,28474,28501,28512,28509,28438,28375,28317,28297,28296,28314,28355,28403,28457,28481,28494,28474,28411,28348,28302,28288,28285,28309,28350,28398,28458,28481,28493,28468,28410,28339,28298,28280,28286,28302,28349,28390,28450,28484,28493,28472,28399,28343,28305,28286,28277,28295,28343,28390,28443,28480,28493,28477,28416,28357,28308,28284,28284,28299,28345,28400,28450,28486,28500,28471,28422,28360,28314,28279,28275,28297,28342,28396,28438,28474,28489,28480,28420,28358,28307,28278,28282,28314,28353,28403,28445,28482,28495,28487,28440,28369,28316,28291,28290,28310,28348,28390,28443
59653,24375,25324,27994,28181,28012,28065,28186,28262,28214,28242,28351,28286,28241,28224,28198,28213,28248,28299,28355,28408,28436,28458,28439,28389,28319,28288,28266,28261,28291,28337,28387,28429,28474,28490,28485,28434,28358,28313,28285,28284,28300,28335,28379,28430,28473,28500,28490,28445,28376,28324,28302,28279,28300,28322,28371,28421,28467,28496,28497,28448,28385,28332,28296,28282,28292,28321,28365,28421,28478,28494,28496,28458,28400,28345,28317,28285,28290,28326,28372,28425,28476,28500,28504,28461,28400,28343,28302,28283,28284,28317,28375,28428,28469,28486,28490,28457,28407,28342,28297,28278,28292,28320,28364,28415,28460,28484,28491,28450,28389,28327,28304,28283,28288,28322,28373,28421,28470,28494,28498,28449,28390,2950,31151,28614,28268,28375,28565,28441,28409,28385,28393,28460,28498,28496,28532,28548,28541,28496,28436,28368,28328,28312,28316,28350,28402,28450,28492,28506,28513,28482,28414,28346,28312,28294,28305,28327,28373,28428,28465,28496,28508,28491,28428,28362,28308,28288,28288,28319,28366,28401,28465,28491,28508,28483,28419,28349,28308,28278,28278,28306,28349,28395,28442,28483,28494,28472,28409,28348,28304,28283,28287,28311,28347,28401,28452,28491,28492,28464,28402,28349,28305,28275,28281,28303,28351,28401,28456,28484,28491,28472,28416,28357,28311,28285,28288,28308,28349,28402,28447,28482,28484,28477,28416,28351,28310,28281,28283,28299,28343,28396,28440,28478,28492,28478,28425,28356,28311,28284,28278,28299,28348,28396,28439
